timestamp,team_id,emp_hash,rating_1to5,comment_text
2025-06-24,CS-SUPPORT,8c2215ab08bf,3,Payroll cutoff confusion
2025-06-24,CS-SUPPORT,b5b3cd7d192c,3,Good learning last week
2025-06-25,ENG-PLATFORM,342f2d338a38,4,Payroll cutoff confusion
2025-06-25,ENG-PLATFORM,19b347aa0cd3,3,Too many alerts this sprint
2025-06-25,ENG-PLATFORM,367e82d0c267,2,Too many alerts this sprint
2025-06-25,ENG-PLATFORM,431c4fe44efd,3,Culture improving
2025-06-25,ENG-PLATFORM,2b07266ee11b,4,Manager support is decent
2025-06-25,ENG-PLATFORM,999a20965980,3,Good learning last week
2025-06-25,ENG-PLATFORM,50567a292335,5,Waiting on reimbursement
2025-06-25,ENG-PLATFORM,50e3c551bb29,3,Manager support is decent
2025-06-25,ENG-PLATFORM,e0b3852f9439,4,Culture improving
2025-06-25,RISK-OPS,e0b3852f9439,2,Good learning last week
2025-06-25,RISK-OPS,ae3fc8dad4c6,3,Need career path clarity
2025-06-25,RISK-OPS,26dcde7c76cd,4,Workload spiking near deadlines
2025-06-25,RISK-OPS,ba353c5af803,4,Need career path clarity
2025-06-25,RISK-OPS,79af63685d2c,2,Culture improving
2025-06-25,RISK-OPS,29b97656e8ee,3,Need career path clarity
2025-06-25,RISK-OPS,f905c3dc0105,4,Good learning last week
2025-06-25,RISK-OPS,c82684ec8b83,2,Too many alerts this sprint
2025-06-25,RISK-OPS,a8c6a5afb514,3,Workload spiking near deadlines
2025-06-25,RISK-OPS,50567a292335,3,Need career path clarity
2025-06-25,RISK-OPS,f90b99b25650,2,Payroll cutoff confusion
2025-06-25,RISK-OPS,d5d2de92b85b,2,Workload spiking near deadlines
2025-06-25,FIN-OPS,20eae3948e94,4,Workload spiking near deadlines
2025-06-25,FIN-OPS,ebf98a19cb32,5,Need career path clarity
2025-06-25,FIN-OPS,999a20965980,4,Waiting on reimbursement
2025-06-25,FIN-OPS,fe2a70fdf392,3,Need career path clarity
2025-06-25,FIN-OPS,3e500fa1f2aa,3,Payroll cutoff confusion
2025-06-25,FIN-OPS,3e500fa1f2aa,3,Need career path clarity
2025-06-25,FIN-OPS,5ae114878fe7,4,Too many alerts this sprint
2025-06-25,FIN-OPS,ae3fc8dad4c6,2,Payroll cutoff confusion
2025-06-25,FIN-OPS,932f9ef8af99,5,Workload spiking near deadlines
2025-06-25,FIN-OPS,0defd3f62cf1,3,Manager support is decent
2025-06-25,FIN-OPS,4e39552e8ba3,5,Workload spiking near deadlines
2025-06-25,CS-SUPPORT,cab95421fd1d,3,Workload spiking near deadlines
2025-06-25,CS-SUPPORT,c9213eae3dbc,3,Good learning last week
2025-06-25,CS-SUPPORT,c2b2121c35da,4,Manager support is decent
2025-06-25,CS-SUPPORT,ba0d2fb77d37,3,Payroll cutoff confusion
2025-06-25,CS-SUPPORT,796b367c6c03,3,Culture improving
2025-06-26,ENG-PLATFORM,b1fd761c9bfc,4,Manager support is decent
2025-06-26,ENG-PLATFORM,4e39552e8ba3,3,Too many alerts this sprint
2025-06-26,ENG-PLATFORM,d4bddd8e65f9,4,Workload spiking near deadlines
2025-06-26,ENG-PLATFORM,f86dad4f99d0,3,Need career path clarity
2025-06-26,ENG-PLATFORM,48e277f16eab,5,Good learning last week
2025-06-26,ENG-PLATFORM,1acf7e8fda5e,4,Good learning last week
2025-06-26,ENG-PLATFORM,d4bddd8e65f9,5,Too many alerts this sprint
2025-06-26,RISK-OPS,4e6710db3210,4,Workload spiking near deadlines
2025-06-26,RISK-OPS,0defd3f62cf1,4,Need career path clarity
2025-06-26,RISK-OPS,67edb7a8e8fe,3,Manager support is decent
2025-06-26,RISK-OPS,118ef7411dbd,3,Workload spiking near deadlines
2025-06-26,RISK-OPS,1c3cb3049c90,3,Payroll cutoff confusion
2025-06-26,RISK-OPS,d4bddd8e65f9,3,Culture improving
2025-06-26,FIN-OPS,50e3c551bb29,3,Need career path clarity
2025-06-26,FIN-OPS,a69f8dbf16c0,5,Too many alerts this sprint
2025-06-26,FIN-OPS,c9b13c274f47,4,Payroll cutoff confusion
2025-06-26,FIN-OPS,788047dafc58,4,Too many alerts this sprint
2025-06-26,FIN-OPS,3e500fa1f2aa,3,Manager support is decent
2025-06-26,FIN-OPS,5ae114878fe7,4,Good learning last week
2025-06-26,FIN-OPS,661e62e71408,4,Need career path clarity
2025-06-26,FIN-OPS,397f3205e12f,2,Payroll cutoff confusion
2025-06-26,FIN-OPS,1c3cb3049c90,3,Waiting on reimbursement
2025-06-26,FIN-OPS,c82684ec8b83,3,Culture improving
2025-06-26,FIN-OPS,c5b54be832cb,3,Culture improving
2025-06-26,FIN-OPS,5ae114878fe7,4,Too many alerts this sprint
2025-06-26,CS-SUPPORT,631819e57e4c,3,Manager support is decent
2025-06-26,CS-SUPPORT,431c4fe44efd,5,Need career path clarity
2025-06-26,CS-SUPPORT,c82684ec8b83,4,Good learning last week
2025-06-26,CS-SUPPORT,fe3dcaec9a4a,4,Payroll cutoff confusion
2025-06-26,CS-SUPPORT,b5b3cd7d192c,2,Manager support is decent
2025-06-27,ENG-PLATFORM,2b21ea99c2cb,4,Good learning last week
2025-06-27,ENG-PLATFORM,4697a4eb35b0,5,Culture improving
2025-06-27,ENG-PLATFORM,81b4eac32d7a,4,Culture improving
2025-06-27,ENG-PLATFORM,9cfc4f786ecf,5,Culture improving
2025-06-27,ENG-PLATFORM,1c771609495b,5,Payroll cutoff confusion
2025-06-27,ENG-PLATFORM,e505b4d1a379,3,Too many alerts this sprint
2025-06-27,ENG-PLATFORM,6f323a85838a,2,Good learning last week
2025-06-27,ENG-PLATFORM,2b07266ee11b,2,Waiting on reimbursement
2025-06-27,ENG-PLATFORM,2086812e1e39,3,Payroll cutoff confusion
2025-06-27,RISK-OPS,f90b99b25650,4,Too many alerts this sprint
2025-06-27,RISK-OPS,748bdcbbdc1c,2,Too many alerts this sprint
2025-06-27,RISK-OPS,6f323a85838a,3,Waiting on reimbursement
2025-06-27,RISK-OPS,29b97656e8ee,2,Waiting on reimbursement
2025-06-27,RISK-OPS,5ae114878fe7,2,Workload spiking near deadlines
2025-06-27,RISK-OPS,dacbf99a38e0,3,Waiting on reimbursement
2025-06-27,RISK-OPS,3c072731233c,3,Manager support is decent
2025-06-27,RISK-OPS,a5412d220b3e,2,Too many alerts this sprint
2025-06-27,RISK-OPS,81b4eac32d7a,3,Payroll cutoff confusion
2025-06-27,FIN-OPS,1d8dcb5ae205,2,Too many alerts this sprint
2025-06-27,FIN-OPS,9069c6c5c535,4,Manager support is decent
2025-06-27,FIN-OPS,e71591f90e53,2,Need career path clarity
2025-06-27,FIN-OPS,c82684ec8b83,2,Workload spiking near deadlines
2025-06-27,FIN-OPS,cd4dd1beb52b,3,Too many alerts this sprint
2025-06-27,FIN-OPS,ebf98a19cb32,3,Manager support is decent
2025-06-27,FIN-OPS,51a8a8a6b734,4,Good learning last week
2025-06-27,FIN-OPS,4e39552e8ba3,4,Need career path clarity
2025-06-27,FIN-OPS,b5b3cd7d192c,4,Too many alerts this sprint
2025-06-27,FIN-OPS,9069c6c5c535,4,Need career path clarity
2025-06-27,CS-SUPPORT,ba0d2fb77d37,4,Workload spiking near deadlines
2025-06-27,CS-SUPPORT,c9b13c274f47,5,Manager support is decent
2025-06-27,CS-SUPPORT,c441c44213ed,3,Good learning last week
2025-06-27,CS-SUPPORT,813efa59f985,5,Manager support is decent
2025-06-27,CS-SUPPORT,51aee1c13e89,3,Waiting on reimbursement
2025-06-27,CS-SUPPORT,dacbf99a38e0,2,Waiting on reimbursement
2025-06-27,CS-SUPPORT,254e5d281a69,4,Payroll cutoff confusion
2025-06-27,CS-SUPPORT,fe3dcaec9a4a,4,Payroll cutoff confusion
2025-06-27,CS-SUPPORT,4a61d470416d,2,Good learning last week
2025-06-28,ENG-PLATFORM,50e3c551bb29,3,Payroll cutoff confusion
2025-06-28,ENG-PLATFORM,1acf7e8fda5e,5,Good learning last week
2025-06-28,ENG-PLATFORM,f86dad4f99d0,3,Good learning last week
2025-06-28,ENG-PLATFORM,9cfc4f786ecf,2,Good learning last week
2025-06-28,ENG-PLATFORM,a170dfe93b1c,3,Too many alerts this sprint
2025-06-28,ENG-PLATFORM,e71591f90e53,3,Manager support is decent
2025-06-28,ENG-PLATFORM,43f3618fdbad,3,Too many alerts this sprint
2025-06-28,ENG-PLATFORM,0cd6d1f6eb44,5,Too many alerts this sprint
2025-06-28,ENG-PLATFORM,367e82d0c267,2,Payroll cutoff confusion
2025-06-28,RISK-OPS,796b367c6c03,3,Too many alerts this sprint
2025-06-28,RISK-OPS,118ef7411dbd,4,Payroll cutoff confusion
2025-06-28,RISK-OPS,367e82d0c267,2,Workload spiking near deadlines
2025-06-28,RISK-OPS,f1089229977a,3,Culture improving
2025-06-28,RISK-OPS,b1fd761c9bfc,3,Workload spiking near deadlines
2025-06-28,RISK-OPS,594548490b12,2,Workload spiking near deadlines
2025-06-28,RISK-OPS,c441c44213ed,3,Workload spiking near deadlines
2025-06-28,RISK-OPS,c441c44213ed,2,Payroll cutoff confusion
2025-06-28,RISK-OPS,631819e57e4c,3,Too many alerts this sprint
2025-06-28,FIN-OPS,5581e8598db1,4,Payroll cutoff confusion
2025-06-28,FIN-OPS,594548490b12,4,Culture improving
2025-06-28,FIN-OPS,9f77826ebed3,3,Culture improving
2025-06-28,FIN-OPS,64223f098aad,2,Waiting on reimbursement
2025-06-28,FIN-OPS,b6e5a7ed9cea,4,Payroll cutoff confusion
2025-06-28,FIN-OPS,d07953451aaf,5,Need career path clarity
2025-06-28,FIN-OPS,063b54898bc9,4,Workload spiking near deadlines
2025-06-28,CS-SUPPORT,594548490b12,3,Too many alerts this sprint
2025-06-28,CS-SUPPORT,3e500fa1f2aa,2,Need career path clarity
2025-06-28,CS-SUPPORT,9069c6c5c535,4,Workload spiking near deadlines
2025-06-28,CS-SUPPORT,67edb7a8e8fe,4,Payroll cutoff confusion
2025-06-28,CS-SUPPORT,9f77826ebed3,2,Good learning last week
2025-06-28,CS-SUPPORT,631819e57e4c,3,Payroll cutoff confusion
2025-06-28,CS-SUPPORT,19b347aa0cd3,4,Workload spiking near deadlines
2025-06-28,CS-SUPPORT,a6acc0407327,3,Waiting on reimbursement
2025-06-28,CS-SUPPORT,f86dad4f99d0,3,Payroll cutoff confusion
2025-06-28,CS-SUPPORT,9ce55b01d9e6,5,Payroll cutoff confusion
2025-06-28,CS-SUPPORT,3d95247f129e,2,Good learning last week
2025-06-28,CS-SUPPORT,50e3c551bb29,3,Too many alerts this sprint
2025-06-29,ENG-PLATFORM,dacbf99a38e0,4,Manager support is decent
2025-06-29,ENG-PLATFORM,2b21ea99c2cb,2,Payroll cutoff confusion
2025-06-29,ENG-PLATFORM,3d95247f129e,5,Waiting on reimbursement
2025-06-29,ENG-PLATFORM,f65b751f5aea,5,Too many alerts this sprint
2025-06-29,ENG-PLATFORM,0b75213cac95,5,Too many alerts this sprint
2025-06-29,RISK-OPS,ae3fc8dad4c6,3,Payroll cutoff confusion
2025-06-29,RISK-OPS,cab95421fd1d,3,Waiting on reimbursement
2025-06-29,RISK-OPS,50567a292335,2,Waiting on reimbursement
2025-06-29,RISK-OPS,9069c6c5c535,2,Too many alerts this sprint
2025-06-29,RISK-OPS,342f2d338a38,3,Culture improving
2025-06-29,RISK-OPS,6b67e9d9008f,4,Too many alerts this sprint
2025-06-29,RISK-OPS,e71591f90e53,2,Too many alerts this sprint
2025-06-29,RISK-OPS,f90b99b25650,3,Payroll cutoff confusion
2025-06-29,RISK-OPS,9069c6c5c535,2,Payroll cutoff confusion
2025-06-29,RISK-OPS,f905c3dc0105,3,Culture improving
2025-06-29,RISK-OPS,b6e5a7ed9cea,4,Need career path clarity
2025-06-29,FIN-OPS,6b67e9d9008f,3,Good learning last week
2025-06-29,FIN-OPS,796b367c6c03,3,Need career path clarity
2025-06-29,FIN-OPS,6f323a85838a,4,Workload spiking near deadlines
2025-06-29,FIN-OPS,2b07266ee11b,5,Payroll cutoff confusion
2025-06-29,FIN-OPS,50e3c551bb29,4,Need career path clarity
2025-06-29,FIN-OPS,67edb7a8e8fe,5,Waiting on reimbursement
2025-06-29,FIN-OPS,f65b751f5aea,2,Waiting on reimbursement
2025-06-29,FIN-OPS,118ef7411dbd,4,Culture improving
2025-06-29,FIN-OPS,a5412d220b3e,2,Payroll cutoff confusion
2025-06-29,FIN-OPS,748bdcbbdc1c,4,Payroll cutoff confusion
2025-06-29,FIN-OPS,a2bcde3c7acd,5,Waiting on reimbursement
2025-06-29,FIN-OPS,9f77826ebed3,5,Waiting on reimbursement
2025-06-29,CS-SUPPORT,81b4eac32d7a,3,Culture improving
2025-06-29,CS-SUPPORT,c9213eae3dbc,5,Need career path clarity
2025-06-29,CS-SUPPORT,cb0c50916267,2,Culture improving
2025-06-29,CS-SUPPORT,ba353c5af803,5,Need career path clarity
2025-06-29,CS-SUPPORT,2b07266ee11b,5,Payroll cutoff confusion
2025-06-29,CS-SUPPORT,a5412d220b3e,4,Workload spiking near deadlines
2025-06-30,ENG-PLATFORM,431c4fe44efd,5,Too many alerts this sprint
2025-06-30,ENG-PLATFORM,6f323a85838a,5,Manager support is decent
2025-06-30,ENG-PLATFORM,a8c6a5afb514,2,Manager support is decent
2025-06-30,ENG-PLATFORM,367e82d0c267,3,Too many alerts this sprint
2025-06-30,ENG-PLATFORM,26dcde7c76cd,2,Workload spiking near deadlines
2025-06-30,ENG-PLATFORM,3e500fa1f2aa,2,Too many alerts this sprint
2025-06-30,RISK-OPS,df83c83b6759,3,Waiting on reimbursement
2025-06-30,RISK-OPS,cab95421fd1d,4,Need career path clarity
2025-06-30,RISK-OPS,ba0d2fb77d37,2,Waiting on reimbursement
2025-06-30,RISK-OPS,a69f8dbf16c0,2,Need career path clarity
2025-06-30,RISK-OPS,c9213eae3dbc,2,Payroll cutoff confusion
2025-06-30,RISK-OPS,192db8c7278c,4,Waiting on reimbursement
2025-06-30,RISK-OPS,6f323a85838a,3,Too many alerts this sprint
2025-06-30,RISK-OPS,1f903ca452ec,3,Workload spiking near deadlines
2025-06-30,RISK-OPS,26dcde7c76cd,3,Too many alerts this sprint
